hôte d'accueil;Collet S.A.;188110608867696;B+;xmarchand;Denis Martel;M;neveualexandrie@tele2.fr;2018-05-16;892208080;1;2;107961;333680;Bachelors;Commercial;Van;yes;10;7.0;Highly Urban/ Urban;2020-07-01 09:03:56;complet;dev_premium;324.08;7 Impasse des Chanterelles 65310 Horgues;43.184145;0.075219
manipulateur en électroradiologie médicale;Brun SA;221070105360559;A-;margot38;Marie Delorme;F;ines18@hotmail.fr;1934-06-02;77382913;0;0;62978;0;Bachelors;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;2019-10-31 11:14:00;complet;dev_express;252.59;79 Route de Lyon 58000 Challuy;46.972782;3.157623
pédologue;Lebrun S.A.S.;121113306355331;A-;suzanne75;Marie-Alex Cohen;F;martinelemoine@dbmail.com;2008-03-13;856886560;0;0;106952;0;Bachelors;Commercial;Van;no;1;17.0;z_Highly Rural/ Rural;2019-08-25 02:30:55;complet;dev_integral;325.97;23 Rue Henri Sevenet 11000 Carcassonne;43.206403;2.324854
contrôleur de gestion;Georges;152068902423755;A-;alex56;Léon Dumont;M;alphonseboucher@club-internet.fr;1948-06-18;308455362;0;0;77100;0;Masters;Private;Sports Car;no;0;11.0;Highly Urban/ Urban;2021-12-15 06:09:51;complet;dev_integral;326.5;828 Montée de la Plaine 30150 Roquemaure;44.049517;4.770213
mécanicien d'entretien d'avion;Charles;246110810562935;B+;rhenry;Marthe Grégoire;F;dalbert@tiscali.fr;1977-11-25;989828809;0;0;52642;209970;Masters;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;2019-08-11 11:58:15;complet;dev_premium;449.74;15 Rue Estienne d'Orves 35760 Saint-Grégoire;48.147004;-1.653766
bottier;Leblanc;274064315709606;A-;constance92;Jeannine Collet-Texier;F;aureliejoseph@wanadoo.fr;1952-06-27;376482434;0;0;59162;180232;Bachelors;Commercial;Van;yes;3;9.0;Highly Urban/ Urban;2021-07-10 19:51:29;complet;dev_integral;310.81;21 Impasse du Poumey 63670 Orcet;45.707468;3.170656
étanchéiste;Noël et Fils;237050506150562;B-;picardalix;Guy Guérin;M;malletceline@bouygtel.fr;1966-07-04;665591504;0;0;130795;0;PhD;Commercial;Panel Truck;yes;3;10.0;Highly Urban/ Urban;2020-06-15 20:04:38;complet;dev_premium;504.97;11 Qrt de la Gare 54360 Einvaux;48.50406;6.393358
électricien installateur installatrice;Fouquet;233119710533815;O-;rlemaitre;Simone Lemoine;F;christinediaz@hotmail.fr;1978-09-15;713692930;0;2;21204;0;z_High School;Private;Pickup;no;0;4.0;z_Highly Rural/ Rural;2022-01-24 08:17:21;complet;dev_express;250.68;2 Rue Barboise 4800 Gréoux-les-Bains;43.758024;5.883326
chargé de veille législative et réglementaire;Perrier;217040407046250;AB-;lucie54;Christine Hardy;F;morinedouard@wanadoo.fr;2021-02-17;588888550;0;0;0;106859;<High School;Private;z_SUV;no;3;5.0;Highly Urban/ Urban;2022-04-20 03:46:00;complet;dev_integral;300.3;66 Parc d'Activite l'Argile 6370 Mouans-Sartoux;43.607076;6.954669
fiscaliste;Legrand Grégoire S.A.R.L.;296099720991190;O+;margaudbernard;Paul Marchand-Chauvet;M;esalmon@gmail.com;1984-03-19;140015922;0;3;51884;180951;Bachelors;Private;z_SUV;no;0;13.0;z_Highly Rural/ Rural;2020-10-05 20:46:41;complet;dev_express;284.39;86 Route du Boham 24680 Lamonzie-Saint-Martin;44.812985;0.404839
serrurier-métallier;Berthelot;260105626005869;A+;olebon;Tristan Mace;M;marine49@gmail.com;1959-05-16;162166370;0;0;87460;0;z_High School;Private;Minivan;yes;4;1.0;Highly Urban/ Urban;2021-04-30 23:04:45;complet;dev_integral;283.58;25 Rue de la Côte Fleurie 77660 Saint-Jean-les-Deux-Jumeaux;48.947716;3.024239
professeur-documentaliste;Gros S.A.;251085050278228;A-;guillaumeroger;Simone Perret;F;udenis@tiscali.fr;1967-07-01;884513944;0;0;59945;192207;Masters;Private;Minivan;no;0;16.0;Highly Urban/ Urban;2020-08-27 21:54:36;incomplet;dev_integral;320.56;69 Rue Port Rave 69390 Vernaison;45.644896;4.812096
ergonome;Lucas;268044523494562;AB-;olivie47;Thérèse-Claude Seguin;F;matthieuraynaud@sfr.fr;1953-06-17;627708979;0;3;34019;91875;Masters;Private;z_SUV;no;0;20.0;Highly Urban/ Urban;2019-11-27 23:59:05;complet;dev_premium;490.76;13 Chemin Bert-Cortins 10120 Saint-André-les-Vergers;48.276041;4.054276
responsable de plate-forme biotechnologique;Benard S.A.R.L.;167064019239108;O-;benjamin50;Audrey Barbe;F;francois14@dbmail.com;1952-11-23;116375554;0;2;18903;93797;<High School;Private;Minivan;no;0;7.0;Highly Urban/ Urban;2020-05-02 04:19:46;incomplet;dev_express;251.94;14 Rue de Larifontaine 88700 Jeanménil;48.337966;6.702006
responsable des ouvrages hydroélectriques;Maréchal Boulanger S.A.S.;256118212152977;AB+;bourgeoisisaac;Marie-Chantal Henry;F;valentine57@ifrance.com;2012-11-24;235358484;0;1;44077;170598;z_High School;Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;2021-08-11 06:40:03;complet;dev_premium;548.41;5 Rue du Périgord 36100 Issoudun;46.946354;2.008892
prototypiste en matériaux souples;Deschamps Monnier S.A.S.;119079741198377;B-;charles41;Caroline de la Hamel;F;bgarnier@laposte.net;1971-10-25;528040687;0;0;37214;;<High School;Commercial;Panel Truck;yes;3;1.0;Highly Urban/ Urban;2021-05-24 23:05:32;complet;dev_integral;308.42;29 Rue du Ruisseau 56400 Brech;47.678587;-3.014181
secrétaire médical;Evrard S.A.;271026311368685;AB+;honoreregnier;Anne Colas;F;elemaitre@yahoo.fr;1981-03-02;652572577;0;0;96274;282904;Masters;Private;z_SUV;no;5;14.0;Highly Urban/ Urban;2019-04-30 09:12:36;complet;dev_premium;515.15;193 Allée des Charmanches 38920 Crolles;45.281086;5.884287
technicien céramiste;Richard et Fils;194068519107844;A+;noemijoseph;Gilbert-Marcel Benoit;M;adrien66@laposte.net;1984-07-17;410873772;0;0;46281;0;<High School;Private;Minivan;no;1;5.0;Highly Urban/ Urban;2021-01-03 04:30:52;complet;dev_premium;452.86;350 Route de Montjay 71470 Ménetreuil;46.574952;5.090788
gestionnaire de parc micro-informatique;Baudry;244036544028908;AB-;edescamps;Arthur Bouvier;M;camusmarine@club-internet.fr;2015-06-03;254362485;2;2;0;82344;z_High School;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;2021-09-16 03:10:54;complet;dev_express;252.33;83 Rue de Cornouaille 22600 Loudéac;48.181584;-2.771164
conseiller pénitentiaire d'insertion et de probation;Carlier;112020912284182;B-;odettecolin;Roland de Baudry;M;hbonnin@free.fr;1956-06-14;69165559;0;0;;207519;Bachelors;Commercial;Panel Truck;no;2;12.0;Highly Urban/ Urban;2022-03-23 01:32:40;complet;dev_vip;648.13;19 Rue Charles Teyssier 19100 Brive-la-Gaillarde;45.159834;1.534216
vendeur en animalerie;Robin Hubert SA;195061730076607;AB-;collinmargaux;Juliette Caron;F;rlagarde@yahoo.fr;1954-05-07;201327208;0;0;37940;182739;z_High School;Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;2019-05-17 05:22:45;complet;dev_premium;323.43;56 Rue Anatole France 18200 Saint-Amand-Montrond;46.719904;2.499186
staffeur-ornemaniste;Coste;122088816099742;AB+;klouis;Paulette-Susan Charles;F;charlesjoly@tiscali.fr;1992-04-11;573751437;0;1;79606;225962;Bachelors;Private;z_SUV;no;2;15.0;z_Highly Rural/ Rural;2022-03-23 22:20:50;complet;dev_premium;459.83;7 Rue de l'Égalité 70250 Ronchamp;47.699929;6.624824
contrôleur de gestion;Marchand;177043930057764;O-;aurore41;Monique Fouquet;F;reneesimon@voila.fr;1994-12-22;483050926;0;1;31275;118160;z_High School;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;2021-05-23 21:35:28;complet;dev_premium;536.95;175 Chemin des Preynas 5220 Le Monêtier-les-Bains;44.976789;6.512472
concepteur multimédia;Fernandez SA;238106444582942;A-;lemaitrerenee;Honoré Cordier;M;sebastiennormand@tiscali.fr;1953-10-10;146989842;1;2;45488;219378;Bachelors;Private;Minivan;no;0;12.0;Highly Urban/ Urban;2021-03-14 03:52:42;complet;dev_integral;332.86;21 Rue du Pressoir 27730 Bueil;48.936243;1.441454
community manager;Torres SARL;112059300810776;B-;obreton;Étienne Martins;M;tpineau@voila.fr;1985-11-16;742435591;0;0;72193;0;Bachelors;Private;z_SUV;no;3;12.0;Highly Urban/ Urban;2019-10-23 20:24:41;complet;dev_express;284.24;18 Rue des Écoles 62240 Desvres;50.667637;1.829851
élagueur;Labbé SARL;248096544025242;O-;mathildetraore;Adrien Pinto;M;lefebvrevictoire@noos.fr;1997-05-29;915517588;0;2;;98777;Masters;Private;z_SUV;no;4;12.0;z_Highly Rural/ Rural;2021-05-29 11:35:11;complet;dev_premium;449.02;28 Route de Claise 36500 Méobecq;46.741169;1.413385
ingénieur technico-commercial technico-commerciale en chimie;Allard;164100319012193;O-;dloiseau;Gérard Lombard;M;pmartin@wanadoo.fr;2020-04-03;756785495;0;0;33212;158432;<High School;Commercial;Panel Truck;no;5;;Highly Urban/ Urban;2021-10-15 18:02:57;complet;dev_express;277.16;182 Impasse des Tisserands 76450 Bosville;49.771091;0.685298
gouvernant;Blondel;266093018980303;B+;guilletlaure;Renée Rousseau-Roux;F;oallard@dbmail.com;1967-08-19;66662029;0;0;49244;163444;Bachelors;Private;Minivan;no;1;1.0;Highly Urban/ Urban;2021-08-05 14:52:35;complet;dev_express;274.1;169 Route Vieille 30140 Saint-Jean-du-Pin;44.116273;4.05186
technicien électrotechnicien électrotechnicienne;Laurent;187069720958682;O+;marthepeltier;Astrid Leconte de la Neveu;F;chantal55@bouygtel.fr;1941-03-18;294816298;2;2;130540;344195;Bachelors;Commercial;Minivan;no;0;9.0;z_Highly Rural/ Rural;2022-03-13 01:10:59;complet;dev_express;261.28;87 Rue des Chauvelles 58000 Nevers;46.99955;3.156228
gestionnaire de patrimoine;Martinez Bourdon S.A.;119062123135194;O+;tlaroche;Raymond Becker;M;ygauthier@live.com;1956-03-06;686791659;0;0;51278;230340;Bachelors;Private;z_SUV;no;1;10.0;Highly Urban/ Urban;2022-03-09 03:43:53;complet;dev_premium;343.17;10 Rue des Grands Champs 73460 Frontenex;45.632036;6.312182
vendeur en micro-informatique et multimédia;Chauveau;157036100157891;B-;guillaumebouvet;Auguste de Chrétien;M;julesbreton@orange.fr;1956-11-06;269341556;0;0;92842;286113;Masters;Commercial;Panel Truck;no;5;15.0;Highly Urban/ Urban;2019-07-07 22:08:03;complet;dev_premium;367.34;69 Rue Jouffroy d'Abbans 75017 Paris;48.884053;2.305396
responsable du soutien logistique intégré;Fabre Grégoire SA;124061501427204;AB+;massecelina;Antoinette Hoareau;F;courtoisedith@gmail.com;1954-10-15;396972296;0;0;35081;202839;Bachelors;Commercial;Van;yes;0;13.0;Highly Urban/ Urban;2019-08-28 06:32:27;complet;dev_integral;321.4;22 Avenue de l'Escadrille Normandie-Niemen 91390 Morsang-sur-Orge;48.648308;2.350924
traducteur-interprète;Pasquier;132116444525902;B-;isabelleboulanger;Virginie Dijoux-Guilbert;F;elisabethperret@ifrance.com;1965-04-21;364483168;0;0;0;63827;PhD;Private;Minivan;no;0;12.0;z_Highly Rural/ Rural;2020-04-05 11:02:00;complet;dev_integral;290.18;5 Impasse des Chaumes d'Airain 21530 Rouvray;47.422605;4.105607
officier de gendarmerie;Techer;135061803375379;B-;michelklein;Alain-Patrick Moreau;M;wgermain@live.com;1956-02-18;866093378;0;0;115044;311980;PhD;Private;Minivan;no;0;14.0;Highly Urban/ Urban;2022-01-29 10:17:49;complet;dev_premium;389.24;30 Quai du Canal 30800 Saint-Gilles;43.674423;4.435264
animalier de laboratoire;Deschamps;169106806684819;B-;lorraine93;Timothée de la Gallet;M;alixmasse@tiscali.fr;2021-02-10;515421877;0;0;37754;138823;z_High School;Private;z_SUV;no;2;9.0;z_Highly Rural/ Rural;2019-10-05 15:17:45;complet;dev_integral;288.67;14 Rue du Lotissement Miguet 70160 Purgerot;47.759504;6.023092
moniteur de ski;Charpentier;161040105323424;A+;edouard24;Joséphine Petitjean;F;hugues01@noos.fr;1978-08-07;173737852;0;2;145353;418785;Masters;Commercial;Van;no;0;15.0;Highly Urban/ Urban;2019-07-13 02:01:20;complet;dev_express;268.86;4 Rue du Roi de Rome 20000 Ajaccio;41.917866;8.73746
chef de projet démantèlement nucléaire;Rossi S.A.R.L.;240067654068155;A-;dboucher;Stéphane Pichon-Hoareau;M;timotheelegros@dbmail.com;1992-02-19;745183922;0;0;167469;0;PhD;Private;Sports Car;no;3;1.0;Highly Urban/ Urban;2021-09-11 03:01:06;complet;dev_integral;316.92;1 Rue des Perches 66470 Sainte-Marie;42.723364;3.030917
employé d'élevage;Arnaud;260095313021101;AB-;josettefouquet;Adrien Bourgeois;M;charlotte84@laposte.net;1958-10-21;298271736;0;0;121398;343410;PhD;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;2020-04-01 15:43:28;complet;dev_integral;290.89;538 Chemin du Villard 83340 Le Thoronet;43.467325;6.302972
géomaticien;Ferrand SARL;177105502964233;AB-;gaymarianne;Christelle Roy;F;bbonneau@live.com;2005-11-15;70821537;0;0;0;87925;z_High School;Commercial;z_SUV;no;1;6.0;z_Highly Rural/ Rural;2021-05-29 20:00:46;complet;dev_express;250.44;19 Rue Maurice Rollinat 19100 Brive-la-Gaillarde;45.153977;1.556236
conseiller en environnement;Picard S.A.S.;281042636224596;AB-;llopez;Frédéric Lombard;M;mboyer@wanadoo.fr;1936-08-12;258951025;0;0;14508;0;Bachelors;Commercial;Pickup;no;0;7.0;Highly Urban/ Urban;2019-03-28 19:42:57;complet;dev_integral;305.1;53 Rue du Docteur Bernard Mouras 25000 Besançon;47.224139;5.981901
conducteur d'engins de travaux publics;Hervé Clément S.A.S.;101125050250754;B-;eugenedelannoy;Anaïs Diaz;F;cecile55@bouygtel.fr;1981-08-12;807174588;0;0;75338;270555;Bachelors;Private;Sports Car;no;0;8.0;Highly Urban/ Urban;2021-06-25 20:29:27;complet;dev_express;270.98;18K Route de la Verdaz 74160 Bossey;46.150435;6.166032
sculpteur sur bois;Vidal Besson S.A.R.L.;278010407000688;O-;jhoarau;Richard-Xavier Collet;M;margaud36@orange.fr;1955-04-03;514538041;0;0;32774;0;z_High School;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;2019-06-22 13:03:34;complet;dev_express;277.37;10 Avenue Alfred Nobel 86100 Châtellerault;46.830089;0.538255
développeur rural rurale humanitaire;Aubry Carre SA;171108002105789;A-;auguste39;Jeanne Mary;F;xmarty@hotmail.fr;1957-02-04;25561360;0;0;57474;186418;Bachelors;Commercial;Panel Truck;yes;1;5.0;Highly Urban/ Urban;2021-05-23 17:13:58;complet;dev_premium;338.8;19 Avenue du Général Leclerc 19200 Ussel;45.553673;2.302857
garçon de café;Boulanger SARL;211105935042796;O-;helenefischer;Nicole Leclercq;F;zacharieparent@tiscali.fr;1956-07-12;753037176;0;1;26520;154493;Bachelors;Commercial;Minivan;yes;2;5.0;Highly Urban/ Urban;2020-12-29 07:40:24;complet;dev_integral;300.68;8 Rue Lassaigne 47000 Agen;44.204233;0.621821
matelot de la marine marchande;Dufour;260128212170413;A-;lorraine47;Josette-Joséphine Coulon;F;techeraurelie@hotmail.fr;1949-11-12;883748009;0;0;18444;0;z_High School;Commercial;z_SUV;no;5;;Highly Urban/ Urban;2019-10-16 20:24:22;complet;dev_integral;320.16;3 Rue des Tilleuls 77183 Croissy-Beaubourg;48.827787;2.662695
veilleur stratégique;Robin S.A.R.L.;142046204113162;A+;isaac03;Zacharie Cohen;M;thierry89@free.fr;1968-10-15;31827166;0;0;107259;343700;Masters;Private;Minivan;yes;0;15.0;Highly Urban/ Urban;2020-07-03 00:37:08;complet;dev_express;252.67;27 Lotissement La Condamine 12230 Nant;44.020718;3.305301
volcanologue;Boulanger;277063523854509;O+;olivier32;Gilbert Lagarde;M;pichonpierre@yahoo.fr;1963-07-09;680782638;0;3;34046;183383;z_High School;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;2020-08-21 15:57:15;complet;dev_express;255.98;14 Rue Saint-Roch 63960 Veyre-Monton;45.679881;3.153259
chef de produit marketing;Pons S.A.S.;278117505612092;O+;merlejules;Marcelle Meyer;F;dguibert@sfr.fr;2016-04-23;883604551;0;3;32364;152894;<High School;Private;Minivan;yes;3;1.0;Highly Urban/ Urban;2020-08-09 16:59:44;complet;dev_express;251.88;18 Rue de Bayeux 14250 Tilly-sur-Seulles;49.176958;-0.626685
enquêteur privé privée;Klein Merle S.A.S.;107031501407219;A-;odettehamon;Claire-Catherine Aubry;F;aime70@free.fr;2015-11-23;714473703;0;0;106775;;Masters;Private;Minivan;yes;0;;Highly Urban/ Urban;2019-06-14 10:12:03;complet;dev_premium;527.61;63 Rue Jean Moulin 82300 Caussade;44.14967;1.53105
enseignant de la conduite automobile et de la sécurité routière;Torres SARL;167019402869381;B-;denis27;Chantal du Perrier;F;marcbenard@gmail.com;1987-03-01;213057541;0;0;52988;176275;z_High School;Commercial;Minivan;no;2;11.0;z_Highly Rural/ Rural;2021-10-17 02:22:39;incomplet;dev_integral;336.9;19 Rue du Combat 61790 Saint-Pierre-du-Regard;48.842746;-0.546661
sociologue;Lamy;216045502959513;AB-;emmanuelgrondin;Louise Hernandez;F;buissonphilippine@live.com;1961-05-01;885280620;0;0;16989;0;<High School;Commercial;Pickup;yes;13;6.0;Highly Urban/ Urban;2019-04-27 20:03:08;complet;dev_premium;415.2;15BIS Rue George Sand 94190 Villeneuve-Saint-Georges;48.736923;2.458724
employé de restaurant;Denis;270059741174067;B-;thomassophie;Noël Lebreton;M;upierre@noos.fr;1969-05-17;931739722;0;2;17755;148815;<High School;Private;Minivan;yes;2;1.0;Highly Urban/ Urban;2020-07-10 16:25:20;incomplet;dev_integral;319.57;28 Rue du Refuge 13104 Arles;43.678481;4.632177
militaire technicien de l'air (MTA);Regnier;232034700139680;A+;pruvostaime;Dominique Colin;F;allardisabelle@dbmail.com;1957-12-07;939401184;1;2;;0;z_High School;Commercial;Sports Car;no;0;;Highly Urban/ Urban;2019-10-06 17:01:59;complet;dev_integral;338.03;7 Impasse des Érables 45680 Dordives;48.141763;2.788971
agent d'escale;Techer;247113523804819;O-;brunetzacharie;Augustin Collet;M;alex89@orange.fr;1982-04-01;840809480;0;3;56048;137836;Masters;Private;Minivan;no;2;16.0;Highly Urban/ Urban;2021-08-18 15:48:34;incomplet;dev_integral;336.66;32 RUE DE LA REPUBLIQUE 24120 Terrasson-Lavilledieu;45.127362;1.30781
aquaculteur;Godard Rey S.A.S.;186106311397812;AB-;alvesmaryse;Nathalie Le Gall;F;bgosselin@hotmail.fr;1970-09-03;800426023;0;2;16352;134164;z_High School;Private;z_SUV;no;1;1.0;Highly Urban/ Urban;2020-01-01 09:43:52;complet;dev_integral;305.5;209 Grande Rue 1100 Groissiat;46.225837;5.622563
contrôleur de gestion;Buisson;220074221842254;A-;aleconte;Arnaude-Jeanne Leroy;F;leblancnath@yahoo.fr;1964-04-11;14827139;0;0;44760;164852;Bachelors;Private;Minivan;yes;0;6.0;Highly Urban/ Urban;2020-05-13 03:16:39;complet;dev_premium;432.55;9 Rue Louis Busson 8200 Sedan;49.704261;4.92935
ingénieur logistique;Noël Rodriguez S.A.R.L.;173108212151766;AB+;lefevreemmanuelle;Audrey Valette;F;ztanguy@yahoo.fr;1990-01-13;212687745;1;1;63952;196368;Masters;Private;Van;no;0;13.0;Highly Urban/ Urban;2020-10-18 19:27:16;complet;dev_express;282.14;16 Rue du Haut Soleil 77400 Thorigny-sur-Marne;48.887319;2.712231
gérant de restauration collective;Sanchez et Fils;292081501434474;B-;plesage;Marine-Claire Moreau;F;olivierlelievre@club-internet.fr;2015-07-09;224701093;0;3;22510;123888;z_High School;Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;2020-12-03 12:27:35;complet;dev_integral;298.62;1 Route du Stade 19380 Forgès;45.155188;1.869507
peintre en bâtiment;Schmitt;226013930020920;O-;lberger;Corinne Bouvet;F;dbonnet@noos.fr;1974-03-07;401200262;0;0;;252896;Bachelors;Commercial;Panel Truck;yes;1;10.0;Highly Urban/ Urban;2022-03-26 07:37:33;complet;dev_integral;310.66;29 Rue de Rigaudou 47510 Foulayronnes;44.244412;0.649379
intégrateur web;Riou;276120718615151;B-;julie16;Pauline Gérard;F;agilbert@orange.fr;1967-02-13;926073051;1;2;24060;0;Bachelors;Private;Minivan;no;0;10.0;Highly Urban/ Urban;2022-05-26 05:51:37;complet;dev_express;261.6;1041 D 216 La Seyne A Six Fours 83500 La Seyne-sur-Mer;43.099731;5.858554
coordonnateur d'études cliniques;Devaux;254044900775673;A-;qgomez;Léon Martineau;M;julien72@tele2.fr;2017-05-14;45830738;0;4;20822;76022;z_High School;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;2022-01-27 09:33:29;complet;dev_premium;380.99;;43.702801;7.235774
agent de sûreté ferroviaire;Dias Muller S.A.;151052722981281;O-;zoemartel;Marguerite Mathieu;F;cmarie@hotmail.fr;1949-05-22;997497927;0;3;54968;146784;z_High School;Private;z_SUV;no;0;8.0;Highly Urban/ Urban;2021-03-23 01:52:51;complet;dev_integral;293.7;25 Rue Val Farou 27210 Fiquefleur-Équainville;49.398754;0.308103
dépanneur en électroménager;Valentin Lopez S.A.R.L.;259098619489349;A+;maggie64;Claude Le Roux;F;louise66@hotmail.fr;1961-02-08;862203239;0;0;14194;87034;<High School;Private;Sports Car;no;2;10.0;Highly Urban/ Urban;2021-03-26 04:18:52;complet;dev_integral;329.66;3 Rue du Saumureau 49120 Saint-Lézin;47.248166;-0.772892
technicien de fabrication de mobilier et de menuiserie;Perrot;183107306583319;O-;yhumbert;Xavier Samson;M;perretmadeleine@noos.fr;2019-03-29;116102677;1;4;2149;72889;<High School;Private;Pickup;no;2;1.0;Highly Urban/ Urban;2019-07-08 16:55:45;complet;dev_express;280.67;9 Rue des Robiniers 86600 Lusignan;46.430164;0.11067
staffeur-ornemaniste;Meunier;253107306583084;B+;bodinjosette;Adrienne-Thérèse Rolland;F;gregoireleleu@laposte.net;1999-02-04;635101571;0;2;;0;<High School;Private;z_SUV;no;4;4.0;Highly Urban/ Urban;2020-02-06 04:47:48;complet;dev_express;264.91;17 Allée des Saules 95600 Eaubonne;49.005308;2.272132
agent de développement touristique;Raymond;161096005752441;AB-;mdavid;Lorraine Léger;F;pineauedouard@orange.fr;1963-02-15;793404097;2;2;45576;156623;<High School;Private;Sports Car;no;8;;Highly Urban/ Urban;2021-05-19 10:30:05;complet;dev_express;272.75;6 Rue Gabrielle d'Estrees 2600 Cœuvres-et-Valsery;49.337995;3.153584
développeur informatique;Morvan SA;216119122806122;AB-;valentine16;Philippine de Devaux;F;pgosselin@sfr.fr;1971-01-01;62434528;2;3;137103;0;Masters;Private;Sports Car;no;0;15.0;Highly Urban/ Urban;2021-03-21 05:20:20;complet;dev_premium;429.48;24 Allée du Midi 83120 Sainte-Maxime;43.330681;6.594476
charpentier bois;Laporte Blin SA;226118519124043;B+;pauldelmas;Nicole Ramos;F;egregoire@wanadoo.fr;1978-07-10;935079846;0;0;;0;PhD;Commercial;Panel Truck;no;2;18.0;Highly Urban/ Urban;2019-11-13 04:25:36;complet;dev_integral;333.86;105 Rue Henri Dunant 91360 Épinay-sur-Orge;48.681886;2.320703
entraîneur sportif sportive;Mace S.A.;174018816072084;A-;moniqueleveque;Capucine Maréchal;F;lamymarguerite@sfr.fr;1957-08-15;948288985;0;0;79538;0;Bachelors;Private;Minivan;no;2;11.0;Highly Urban/ Urban;2020-12-10 05:03:53;complet;dev_express;267.92;18 Rue des Bruleux 39120 Petit-Noir;46.938445;5.332946
volcanologue;Dias Gérard SARL;270057919168926;AB+;ramosmarthe;Richard Allard;M;sylvie69@gmail.com;1965-06-13;396323054;0;1;185836;509115;PhD;Private;z_SUV;no;6;20.0;Highly Urban/ Urban;2021-05-12 18:57:48;complet;dev_express;262.71;67 Rue de la Croix Blanche 60240 Le Mesnil-Théribus;49.318797;2.007444
